Slide,X,Y
absence,201588.88,441073.2308
absence,201638.88,441073.2308
absence,201688.88,441073.2308
absence,201738.88,441073.2308
absence,201788.88,441073.2308
absence,201838.88,441073.2308
absence,201888.88,441073.2308
absence,198588.88,441023.2308
absence,198638.88,441023.2308
absence,198688.88,441023.2308
absence,198788.88,441023.2308
absence,198838.88,441023.2308
absence,198888.88,441023.2308
absence,198938.88,441023.2308
absence,198988.88,441023.2308
absence,199038.88,441023.2308
absence,199088.88,441023.2308
absence,199238.88,441023.2308
absence,199288.88,441023.2308
absence,199488.88,441023.2308
absence,199538.88,441023.2308
absence,199588.88,441023.2308
absence,199888.88,441023.2308
absence,199938.88,441023.2308
absence,199988.88,441023.2308
absence,200038.88,441023.2308
absence,200088.88,441023.2308
absence,200138.88,441023.2308
absence,200188.88,441023.2308
absence,200238.88,441023.2308
absence,200288.88,441023.2308
absence,200338.88,441023.2308
absence,200438.88,441023.2308
absence,200488.88,441023.2308
absence,200538.88,441023.2308
absence,200638.88,441023.2308
absence,200688.88,441023.2308
absence,200738.88,441023.2308
absence,200788.88,441023.2308
absence,200838.88,441023.2308
absence,200888.88,441023.2308
absence,200938.88,441023.2308
absence,200988.88,441023.2308
absence,201038.88,441023.2308
absence,201088.88,441023.2308
absence,201188.88,441023.2308
absence,201288.88,441023.2308
absence,201388.88,441023.2308
absence,201438.88,441023.2308
absence,201488.88,441023.2308
absence,201538.88,441023.2308
absence,201588.88,441023.2308
absence,201738.88,441023.2308
absence,201788.88,441023.2308
absence,198638.88,440973.2308
absence,198788.88,440973.2308
absence,198838.88,440973.2308
absence,198888.88,440973.2308
absence,198938.88,440973.2308
absence,198988.88,440973.2308
absence,199038.88,440973.2308
absence,199088.88,440973.2308
absence,199188.88,440973.2308
absence,199238.88,440973.2308
absence,199288.88,440973.2308
absence,199438.88,440973.2308
absence,199538.88,440973.2308
absence,199588.88,440973.2308
absence,199638.88,440973.2308
absence,199838.88,440973.2308
absence,199888.88,440973.2308
absence,199938.88,440973.2308
absence,199988.88,440973.2308
absence,200038.88,440973.2308
absence,200088.88,440973.2308
absence,200138.88,440973.2308
absence,200188.88,440973.2308
absence,200238.88,440973.2308
absence,200288.88,440973.2308
absence,200338.88,440973.2308
absence,200388.88,440973.2308
absence,200438.88,440973.2308
absence,200488.88,440973.2308
absence,200538.88,440973.2308
absence,200588.88,440973.2308
absence,200638.88,440973.2308
absence,200688.88,440973.2308
absence,200738.88,440973.2308
absence,200788.88,440973.2308
absence,200938.88,440973.2308
absence,200988.88,440973.2308
absence,201038.88,440973.2308
absence,201088.88,440973.2308
absence,201138.88,440973.2308
absence,201188.88,440973.2308
absence,201388.88,440973.2308
absence,201438.88,440973.2308
absence,201488.88,440973.2308
absence,201538.88,440973.2308
absence,201588.88,440973.2308
absence,201638.88,440973.2308
absence,201688.88,440973.2308
absence,201738.88,440973.2308
absence,201788.88,440973.2308
absence,201838.88,440973.2308
absence,198838.88,440923.2308
absence,198888.88,440923.2308
absence,198938.88,440923.2308
absence,198988.88,440923.2308
absence,199038.88,440923.2308
absence,199088.88,440923.2308
absence,199138.88,440923.2308
absence,199188.88,440923.2308
absence,199238.88,440923.2308
absence,199288.88,440923.2308
absence,199338.88,440923.2308
absence,199388.88,440923.2308
absence,199438.88,440923.2308
absence,199538.88,440923.2308
absence,199588.88,440923.2308
absence,199638.88,440923.2308
absence,199788.88,440923.2308
absence,199838.88,440923.2308
absence,199888.88,440923.2308
absence,199988.88,440923.2308
absence,200038.88,440923.2308
absence,200088.88,440923.2308
absence,200138.88,440923.2308
absence,200188.88,440923.2308
absence,200238.88,440923.2308
absence,200288.88,440923.2308
absence,200338.88,440923.2308
absence,200488.88,440923.2308
absence,200538.88,440923.2308
absence,200588.88,440923.2308
absence,200638.88,440923.2308
absence,200688.88,440923.2308
absence,200738.88,440923.2308
absence,200788.88,440923.2308
absence,200838.88,440923.2308
absence,200938.88,440923.2308
absence,200988.88,440923.2308
absence,201038.88,440923.2308
absence,201088.88,440923.2308
absence,201138.88,440923.2308
absence,201188.88,440923.2308
absence,201238.88,440923.2308
absence,201288.88,440923.2308
absence,201338.88,440923.2308
absence,201388.88,440923.2308
absence,201438.88,440923.2308
absence,201588.88,440923.2308
absence,201638.88,440923.2308
absence,201688.88,440923.2308
absence,201888.88,440923.2308
absence,198988.88,440873.2308
absence,199038.88,440873.2308
absence,199088.88,440873.2308
absence,199138.88,440873.2308
absence,199188.88,440873.2308
absence,199238.88,440873.2308
absence,199288.88,440873.2308
absence,199338.88,440873.2308
absence,199388.88,440873.2308
absence,199438.88,440873.2308
absence,199488.88,440873.2308
absence,199538.88,440873.2308
absence,199588.88,440873.2308
absence,199638.88,440873.2308
absence,199688.88,440873.2308
absence,199788.88,440873.2308
absence,199838.88,440873.2308
absence,199888.88,440873.2308
absence,199938.88,440873.2308
absence,199988.88,440873.2308
absence,200038.88,440873.2308
absence,200088.88,440873.2308
absence,200138.88,440873.2308
absence,200188.88,440873.2308
absence,200238.88,440873.2308
absence,200288.88,440873.2308
absence,200338.88,440873.2308
absence,200388.88,440873.2308
absence,200438.88,440873.2308
absence,200488.88,440873.2308
absence,200538.88,440873.2308
absence,200588.88,440873.2308
absence,200638.88,440873.2308
absence,200688.88,440873.2308
absence,200738.88,440873.2308
absence,200788.88,440873.2308
absence,200838.88,440873.2308
absence,200988.88,440873.2308
absence,201038.88,440873.2308
absence,201088.88,440873.2308
absence,201138.88,440873.2308
absence,201188.88,440873.2308
absence,201238.88,440873.2308
absence,201288.88,440873.2308
absence,201338.88,440873.2308
absence,201388.88,440873.2308
absence,201438.88,440873.2308
absence,201488.88,440873.2308
absence,201588.88,440873.2308
absence,201638.88,440873.2308
absence,201688.88,440873.2308
absence,201738.88,440873.2308
absence,201888.88,440873.2308
absence,201938.88,440873.2308
absence,198988.88,440823.2308
absence,199038.88,440823.2308
absence,199088.88,440823.2308
absence,199138.88,440823.2308
absence,199188.88,440823.2308
absence,199238.88,440823.2308
absence,199288.88,440823.2308
absence,199338.88,440823.2308
absence,199388.88,440823.2308
absence,199438.88,440823.2308
absence,199488.88,440823.2308
absence,199538.88,440823.2308
absence,199588.88,440823.2308
absence,199638.88,440823.2308
absence,199688.88,440823.2308
absence,199738.88,440823.2308
absence,199788.88,440823.2308
absence,199838.88,440823.2308
absence,199888.88,440823.2308
absence,199938.88,440823.2308
absence,199988.88,440823.2308
absence,200038.88,440823.2308
absence,200088.88,440823.2308
absence,200138.88,440823.2308
absence,200188.88,440823.2308
absence,200238.88,440823.2308
absence,200288.88,440823.2308
absence,200388.88,440823.2308
absence,200488.88,440823.2308
absence,200538.88,440823.2308
absence,200588.88,440823.2308
absence,200638.88,440823.2308
absence,200688.88,440823.2308
absence,200738.88,440823.2308
absence,200838.88,440823.2308
absence,200988.88,440823.2308
absence,201088.88,440823.2308
absence,201138.88,440823.2308
absence,201188.88,440823.2308
absence,201238.88,440823.2308
absence,201288.88,440823.2308
absence,201338.88,440823.2308
absence,201388.88,440823.2308
absence,201438.88,440823.2308
absence,201488.88,440823.2308
absence,201538.88,440823.2308
absence,201588.88,440823.2308
absence,201638.88,440823.2308
absence,201688.88,440823.2308
absence,201738.88,440823.2308
absence,201788.88,440823.2308
absence,201888.88,440823.2308
absence,201938.88,440823.2308
absence,201988.88,440823.2308
absence,198988.88,440773.2308
absence,199038.88,440773.2308
absence,199088.88,440773.2308
absence,199188.88,440773.2308
absence,199238.88,440773.2308
absence,199288.88,440773.2308
absence,199338.88,440773.2308
absence,199388.88,440773.2308
absence,199438.88,440773.2308
absence,199488.88,440773.2308
absence,199538.88,440773.2308
absence,199588.88,440773.2308
absence,199738.88,440773.2308
absence,199788.88,440773.2308
absence,199838.88,440773.2308
absence,199888.88,440773.2308
absence,199938.88,440773.2308
absence,199988.88,440773.2308
absence,200038.88,440773.2308
absence,200088.88,440773.2308
absence,200138.88,440773.2308
absence,200188.88,440773.2308
absence,200388.88,440773.2308
absence,200538.88,440773.2308
absence,200588.88,440773.2308
absence,200638.88,440773.2308
absence,200688.88,440773.2308
absence,200738.88,440773.2308
absence,200938.88,440773.2308
absence,200988.88,440773.2308
absence,201038.88,440773.2308
absence,201238.88,440773.2308
absence,201288.88,440773.2308
absence,201338.88,440773.2308
absence,201388.88,440773.2308
absence,201438.88,440773.2308
absence,201538.88,440773.2308
absence,201588.88,440773.2308
absence,201638.88,440773.2308
absence,201688.88,440773.2308
absence,201738.88,440773.2308
absence,201788.88,440773.2308
absence,201838.88,440773.2308
absence,201888.88,440773.2308
absence,201938.88,440773.2308
absence,201988.88,440773.2308
absence,198988.88,440723.2308
absence,199038.88,440723.2308
absence,199288.88,440723.2308
absence,199338.88,440723.2308
absence,199388.88,440723.2308
absence,199588.88,440723.2308
absence,199688.88,440723.2308
absence,199738.88,440723.2308
absence,199788.88,440723.2308
absence,199838.88,440723.2308
absence,199888.88,440723.2308
absence,199938.88,440723.2308
absence,199988.88,440723.2308
absence,200038.88,440723.2308
absence,200088.88,440723.2308
absence,200138.88,440723.2308
absence,200188.88,440723.2308
absence,200538.88,440723.2308
absence,200588.88,440723.2308
absence,200638.88,440723.2308
absence,200688.88,440723.2308
absence,200738.88,440723.2308
absence,200788.88,440723.2308
absence,200838.88,440723.2308
absence,200888.88,440723.2308
absence,200988.88,440723.2308
absence,201038.88,440723.2308
absence,201088.88,440723.2308
absence,201138.88,440723.2308
absence,201338.88,440723.2308
absence,201388.88,440723.2308
absence,201438.88,440723.2308
absence,201738.88,440723.2308
absence,201788.88,440723.2308
absence,201838.88,440723.2308
absence,201888.88,440723.2308
absence,201938.88,440723.2308
absence,201988.88,440723.2308
absence,202088.88,440723.2308
absence,202138.88,440723.2308
absence,198988.88,440673.2308
absence,199488.88,440673.2308
absence,199538.88,440673.2308
absence,199588.88,440673.2308
absence,199638.88,440673.2308
absence,199688.88,440673.2308
absence,199738.88,440673.2308
absence,199788.88,440673.2308
absence,199838.88,440673.2308
absence,199888.88,440673.2308
absence,199938.88,440673.2308
absence,199988.88,440673.2308
absence,200038.88,440673.2308
absence,200088.88,440673.2308
absence,200138.88,440673.2308
absence,200188.88,440673.2308
absence,200238.88,440673.2308
absence,200388.88,440673.2308
absence,200438.88,440673.2308
absence,200488.88,440673.2308
absence,200538.88,440673.2308
absence,200688.88,440673.2308
absence,200738.88,440673.2308
absence,200788.88,440673.2308
absence,200838.88,440673.2308
absence,200888.88,440673.2308
absence,200988.88,440673.2308
absence,201038.88,440673.2308
absence,201188.88,440673.2308
absence,201238.88,440673.2308
absence,201288.88,440673.2308
absence,201338.88,440673.2308
absence,201388.88,440673.2308
absence,201438.88,440673.2308
absence,201488.88,440673.2308
absence,201738.88,440673.2308
absence,201788.88,440673.2308
absence,201838.88,440673.2308
absence,201888.88,440673.2308
absence,201938.88,440673.2308
absence,201988.88,440673.2308
absence,202038.88,440673.2308
absence,202088.88,440673.2308
absence,202138.88,440673.2308
absence,202188.88,440673.2308
absence,202238.88,440673.2308
absence,202288.88,440673.2308
absence,202338.88,440673.2308
absence,202388.88,440673.2308
absence,199138.88,440623.2308
absence,199188.88,440623.2308
absence,199238.88,440623.2308
absence,199338.88,440623.2308
absence,199388.88,440623.2308
absence,199538.88,440623.2308
absence,199638.88,440623.2308
absence,199688.88,440623.2308
absence,199738.88,440623.2308
absence,199788.88,440623.2308
absence,199838.88,440623.2308
absence,199888.88,440623.2308
absence,199938.88,440623.2308
absence,199988.88,440623.2308
absence,200038.88,440623.2308
absence,200088.88,440623.2308
absence,200138.88,440623.2308
absence,200188.88,440623.2308
absence,200238.88,440623.2308
absence,200288.88,440623.2308
absence,200338.88,440623.2308
absence,200388.88,440623.2308
absence,200438.88,440623.2308
absence,200488.88,440623.2308
absence,200538.88,440623.2308
absence,200688.88,440623.2308
absence,200738.88,440623.2308
absence,200788.88,440623.2308
absence,200838.88,440623.2308
absence,200888.88,440623.2308
absence,201038.88,440623.2308
absence,201088.88,440623.2308
absence,201138.88,440623.2308
absence,201188.88,440623.2308
absence,201238.88,440623.2308
absence,201288.88,440623.2308
absence,201338.88,440623.2308
absence,201388.88,440623.2308
absence,201488.88,440623.2308
absence,201538.88,440623.2308
absence,201588.88,440623.2308
absence,201888.88,440623.2308
absence,201938.88,440623.2308
absence,201988.88,440623.2308
absence,202038.88,440623.2308
absence,202088.88,440623.2308
absence,202138.88,440623.2308
absence,202188.88,440623.2308
absence,202238.88,440623.2308
absence,202288.88,440623.2308
absence,202338.88,440623.2308
absence,202388.88,440623.2308
absence,199088.88,440573.2308
absence,199138.88,440573.2308
absence,199188.88,440573.2308
absence,199238.88,440573.2308
absence,199288.88,440573.2308
absence,199338.88,440573.2308
absence,199388.88,440573.2308
absence,199538.88,440573.2308
absence,199638.88,440573.2308
absence,199688.88,440573.2308
absence,199738.88,440573.2308
absence,199788.88,440573.2308
absence,199838.88,440573.2308
absence,199888.88,440573.2308
absence,199938.88,440573.2308
absence,199988.88,440573.2308
absence,200038.88,440573.2308
absence,200088.88,440573.2308
absence,200138.88,440573.2308
absence,200188.88,440573.2308
absence,200238.88,440573.2308
absence,200288.88,440573.2308
absence,200338.88,440573.2308
absence,200388.88,440573.2308
absence,200438.88,440573.2308
absence,200488.88,440573.2308
absence,200538.88,440573.2308
absence,200638.88,440573.2308
absence,200688.88,440573.2308
absence,200738.88,440573.2308
absence,200788.88,440573.2308
absence,200838.88,440573.2308
absence,200938.88,440573.2308
absence,200988.88,440573.2308
absence,201038.88,440573.2308
absence,201088.88,440573.2308
absence,201138.88,440573.2308
absence,201188.88,440573.2308
absence,201238.88,440573.2308
absence,201288.88,440573.2308
absence,201338.88,440573.2308
absence,201388.88,440573.2308
absence,201438.88,440573.2308
absence,201488.88,440573.2308
absence,201538.88,440573.2308
absence,201588.88,440573.2308
absence,201988.88,440573.2308
absence,202038.88,440573.2308
absence,202088.88,440573.2308
absence,202138.88,440573.2308
absence,202188.88,440573.2308
absence,202238.88,440573.2308
absence,202288.88,440573.2308
absence,202338.88,440573.2308
absence,202388.88,440573.2308
absence,199138.88,440523.2308
absence,199188.88,440523.2308
absence,199238.88,440523.2308
absence,199288.88,440523.2308
absence,199338.88,440523.2308
absence,199388.88,440523.2308
absence,199538.88,440523.2308
absence,199588.88,440523.2308
absence,199638.88,440523.2308
absence,199688.88,440523.2308
absence,199738.88,440523.2308
absence,199788.88,440523.2308
absence,199838.88,440523.2308
absence,199888.88,440523.2308
absence,199938.88,440523.2308
absence,199988.88,440523.2308
absence,200038.88,440523.2308
absence,200188.88,440523.2308
absence,200238.88,440523.2308
absence,200288.88,440523.2308
absence,200438.88,440523.2308
absence,200488.88,440523.2308
absence,200538.88,440523.2308
absence,200688.88,440523.2308
absence,200788.88,440523.2308
absence,200838.88,440523.2308
absence,200938.88,440523.2308
absence,201088.88,440523.2308
absence,201138.88,440523.2308
absence,201188.88,440523.2308
absence,201288.88,440523.2308
absence,201338.88,440523.2308
absence,201388.88,440523.2308
absence,201438.88,440523.2308
absence,201488.88,440523.2308
absence,201538.88,440523.2308
absence,201588.88,440523.2308
absence,201638.88,440523.2308
absence,202088.88,440523.2308
absence,202138.88,440523.2308
absence,202188.88,440523.2308
absence,202238.88,440523.2308
absence,202288.88,440523.2308
absence,202338.88,440523.2308
absence,199288.88,440473.2308
absence,199438.88,440473.2308
absence,199588.88,440473.2308
absence,199638.88,440473.2308
absence,199688.88,440473.2308
absence,199738.88,440473.2308
absence,199788.88,440473.2308
absence,199838.88,440473.2308
absence,199888.88,440473.2308
absence,199938.88,440473.2308
absence,199988.88,440473.2308
absence,200038.88,440473.2308
absence,200088.88,440473.2308
absence,200138.88,440473.2308
absence,200188.88,440473.2308
absence,200238.88,440473.2308
absence,200288.88,440473.2308
absence,200338.88,440473.2308
absence,200438.88,440473.2308
absence,200488.88,440473.2308
absence,200538.88,440473.2308
absence,200588.88,440473.2308
absence,200788.88,440473.2308
absence,200838.88,440473.2308
absence,200888.88,440473.2308
absence,200938.88,440473.2308
absence,200988.88,440473.2308
absence,201038.88,440473.2308
absence,201088.88,440473.2308
absence,201138.88,440473.2308
absence,201188.88,440473.2308
absence,201288.88,440473.2308
absence,201338.88,440473.2308
absence,201388.88,440473.2308
absence,201438.88,440473.2308
absence,201488.88,440473.2308
absence,201538.88,440473.2308
absence,202138.88,440473.2308
absence,202188.88,440473.2308
absence,202238.88,440473.2308
absence,202288.88,440473.2308
absence,199238.88,440423.2308
absence,199288.88,440423.2308
absence,199338.88,440423.2308
absence,199388.88,440423.2308
absence,199438.88,440423.2308
absence,199588.88,440423.2308
absence,199638.88,440423.2308
absence,199688.88,440423.2308
absence,199738.88,440423.2308
absence,199788.88,440423.2308
absence,199838.88,440423.2308
absence,199888.88,440423.2308
absence,199938.88,440423.2308
absence,199988.88,440423.2308
absence,200038.88,440423.2308
absence,200088.88,440423.2308
absence,200138.88,440423.2308
absence,200188.88,440423.2308
absence,200238.88,440423.2308
absence,200288.88,440423.2308
absence,200338.88,440423.2308
absence,200388.88,440423.2308
absence,200438.88,440423.2308
absence,200488.88,440423.2308
absence,200538.88,440423.2308
absence,200588.88,440423.2308
absence,200638.88,440423.2308
absence,200688.88,440423.2308
absence,200738.88,440423.2308
absence,200788.88,440423.2308
absence,200838.88,440423.2308
absence,200888.88,440423.2308
absence,200938.88,440423.2308
absence,200988.88,440423.2308
absence,201038.88,440423.2308
absence,201088.88,440423.2308
absence,201138.88,440423.2308
absence,201188.88,440423.2308
absence,201238.88,440423.2308
absence,201288.88,440423.2308
absence,201338.88,440423.2308
absence,201388.88,440423.2308
absence,201438.88,440423.2308
absence,201488.88,440423.2308
absence,199138.88,440373.2308
absence,199188.88,440373.2308
absence,199238.88,440373.2308
absence,199288.88,440373.2308
absence,199388.88,440373.2308
absence,199438.88,440373.2308
absence,199488.88,440373.2308
absence,199638.88,440373.2308
absence,199688.88,440373.2308
absence,199738.88,440373.2308
absence,199788.88,440373.2308
absence,199838.88,440373.2308
absence,199888.88,440373.2308
absence,199938.88,440373.2308
absence,199988.88,440373.2308
absence,200038.88,440373.2308
absence,200088.88,440373.2308
absence,200138.88,440373.2308
absence,200188.88,440373.2308
absence,200238.88,440373.2308
absence,200288.88,440373.2308
absence,200338.88,440373.2308
absence,200388.88,440373.2308
absence,200438.88,440373.2308
absence,200488.88,440373.2308
absence,200538.88,440373.2308
absence,200588.88,440373.2308
absence,200638.88,440373.2308
absence,200688.88,440373.2308
absence,200738.88,440373.2308
absence,200788.88,440373.2308
absence,200838.88,440373.2308
absence,200888.88,440373.2308
absence,200938.88,440373.2308
absence,200988.88,440373.2308
absence,201038.88,440373.2308
absence,201088.88,440373.2308
absence,201188.88,440373.2308
absence,201238.88,440373.2308
absence,201288.88,440373.2308
absence,201388.88,440373.2308
absence,201438.88,440373.2308
absence,201488.88,440373.2308
absence,199188.88,440323.2308
absence,199338.88,440323.2308
absence,199388.88,440323.2308
absence,199638.88,440323.2308
absence,199688.88,440323.2308
absence,199738.88,440323.2308
absence,199788.88,440323.2308
absence,199838.88,440323.2308
absence,199888.88,440323.2308
absence,199938.88,440323.2308
absence,199988.88,440323.2308
absence,200038.88,440323.2308
absence,200088.88,440323.2308
absence,200138.88,440323.2308
absence,200188.88,440323.2308
absence,200238.88,440323.2308
absence,200288.88,440323.2308
absence,200338.88,440323.2308
absence,200388.88,440323.2308
absence,200438.88,440323.2308
absence,200488.88,440323.2308
absence,200538.88,440323.2308
absence,200588.88,440323.2308
absence,200638.88,440323.2308
absence,200688.88,440323.2308
absence,200738.88,440323.2308
absence,200838.88,440323.2308
absence,200888.88,440323.2308
absence,200938.88,440323.2308
absence,200988.88,440323.2308
absence,201038.88,440323.2308
absence,201088.88,440323.2308
absence,201238.88,440323.2308
absence,201288.88,440323.2308
absence,201388.88,440323.2308
absence,201438.88,440323.2308
absence,199288.88,440273.2308
absence,199438.88,440273.2308
absence,199488.88,440273.2308
absence,199538.88,440273.2308
absence,199588.88,440273.2308
absence,199638.88,440273.2308
absence,199688.88,440273.2308
absence,199738.88,440273.2308
absence,199788.88,440273.2308
absence,199838.88,440273.2308
absence,199888.88,440273.2308
absence,199938.88,440273.2308
absence,199988.88,440273.2308
absence,200038.88,440273.2308
absence,200088.88,440273.2308
absence,200138.88,440273.2308
absence,200188.88,440273.2308
absence,200238.88,440273.2308
absence,200288.88,440273.2308
absence,200338.88,440273.2308
absence,200388.88,440273.2308
absence,200438.88,440273.2308
absence,200488.88,440273.2308
absence,200538.88,440273.2308
absence,200588.88,440273.2308
absence,200638.88,440273.2308
absence,200688.88,440273.2308
absence,200738.88,440273.2308
absence,200838.88,440273.2308
absence,200888.88,440273.2308
absence,200938.88,440273.2308
absence,200988.88,440273.2308
absence,201038.88,440273.2308
absence,201088.88,440273.2308
absence,201138.88,440273.2308
absence,201188.88,440273.2308
absence,201238.88,440273.2308
absence,201388.88,440273.2308
absence,201438.88,440273.2308
absence,199288.88,440223.2308
absence,199338.88,440223.2308
absence,199388.88,440223.2308
absence,199438.88,440223.2308
absence,199488.88,440223.2308
absence,199638.88,440223.2308
absence,199688.88,440223.2308
absence,199738.88,440223.2308
absence,199788.88,440223.2308
absence,199838.88,440223.2308
absence,199888.88,440223.2308
absence,199938.88,440223.2308
absence,199988.88,440223.2308
absence,200038.88,440223.2308
absence,200088.88,440223.2308
absence,200138.88,440223.2308
absence,200188.88,440223.2308
absence,200238.88,440223.2308
absence,200288.88,440223.2308
absence,200388.88,440223.2308
absence,200438.88,440223.2308
absence,200488.88,440223.2308
absence,200538.88,440223.2308
absence,200588.88,440223.2308
absence,200638.88,440223.2308
absence,200688.88,440223.2308
absence,200738.88,440223.2308
absence,200788.88,440223.2308
absence,200838.88,440223.2308
absence,200888.88,440223.2308
absence,200938.88,440223.2308
absence,200988.88,440223.2308
absence,201038.88,440223.2308
absence,201088.88,440223.2308
absence,201138.88,440223.2308
absence,201188.88,440223.2308
absence,201238.88,440223.2308
absence,201288.88,440223.2308
absence,201388.88,440223.2308
absence,201488.88,440223.2308
absence,199088.88,440173.2308
absence,199138.88,440173.2308
absence,199188.88,440173.2308
absence,199338.88,440173.2308
absence,199388.88,440173.2308
absence,199438.88,440173.2308
absence,199488.88,440173.2308
absence,199538.88,440173.2308
absence,199638.88,440173.2308
absence,199688.88,440173.2308
absence,199738.88,440173.2308
absence,199788.88,440173.2308
